,authorID,projectContributions,methodsWritten,noOfClones,relativeClones,methodsWrittenCat,projectContributionsCat,developerExperienceNum,developerExperience
25962,8e3b12c0-2bf3-98b4-61c5-176e08dbc73a,5,27,9,0.3333333333333333,2,2,2.0,Medium
25963,8e3b8081-41b0-9e3a-5a03-aea0caff76a9,2,9,3,0.3333333333333333,2,1,1.5,Low
25969,8e404da8-7a00-c8ec-4ba1-c2a20c42f937,2,11,1,0.0909090909090909,2,1,1.5,Low
25974,8e48369d-e4b0-438e-43a1-9f40de850d56,2,32,0,0.0,3,1,2.0,Medium
25979,8e5137aa-4fe9-d587-5b58-7924cdb4aeb4,5,145,85,0.5862068965517241,4,2,3.0,High
25981,8e52c079-9723-b44b-24f1-b5ba9af286b5,2,16,2,0.125,2,1,1.5,Low
25983,8e53df71-7da7-ae50-d31e-814e4545f12a,2,5,2,0.4,1,1,1.0,Low
25986,8e5717de-6b85-4011-b22d-5b3a43d8d6b4,2,6,0,0.0,2,1,1.5,Low
25988,8e58a79c-4093-43c6-6ff8-cdede431b5b0,4,141,98,0.6950354609929078,4,2,3.0,High
25998,8e6358ea-3d1b-0080-1877-4124aff2ff2b,2,6,1,0.1666666666666666,2,1,1.5,Low
25999,8e63ec7f-6164-ba16-4454-e65820cbc38c,2,66,28,0.4242424242424242,4,1,2.5,Medium
26005,8e68092f-1b8e-f650-103e-932e3a0960fd,7,10,3,0.3,2,3,2.5,Medium
26007,8e6a115e-a519-31dc-8eb0-469edaa945fa,2,9,0,0.0,2,1,1.5,Low
26016,8e73944c-02bb-acd3-5fa0-c6e3e6e6a80b,3,143,97,0.6783216783216783,4,1,2.5,Medium
26026,8e7f1edf-771d-e31c-fd34-62ebb663ffe8,3,18,12,0.6666666666666666,2,1,1.5,Low
26040,8e9123b1-3412-1bfc-7b85-eba9d37e8f7b,2,39,14,0.358974358974359,3,1,2.0,Medium
26041,8e914db3-51bf-eb1b-0cb4-8e8edbbe953b,4,117,23,0.1965811965811965,4,2,3.0,High
26042,8e92f243-d2c3-773d-06db-bbe2c3eed5a0,3,120,1,0.0083333333333333,4,1,2.5,Medium
26061,8eae834c-9357-df43-bfeb-b926e7a56b1f,2,36,1,0.0277777777777777,3,1,2.0,Medium
26067,8ebb1e45-3972-7c06-d993-086fa815683b,2,32,2,0.0625,3,1,2.0,Medium
26069,8ebc5f1f-976f-4f6a-f1e6-8597216c9929,2,9,0,0.0,2,1,1.5,Low
26084,8ed21ead-09b3-ecc5-1651-fac368cc9592,3,19,4,0.2105263157894736,2,1,1.5,Low
26089,8edeee6a-88a5-96d8-2a12-92d0a6b75459,2,12,4,0.3333333333333333,2,1,1.5,Low
26095,8ee48fc8-bfb1-451a-5a13-2dfd2fb78b8f,3,77,44,0.5714285714285714,4,1,2.5,Medium
26096,8ee49a8f-80a3-1405-915a-3df315b8b47d,2,6,0,0.0,2,1,1.5,Low
26103,8eed3a09-fe64-29d3-eb44-a37d653eacc9,9,196,92,0.4693877551020408,4,4,4.0,High
26104,8eee41d4-f60b-06d7-5f53-054755c814dc,2,153,58,0.3790849673202614,4,1,2.5,Medium
26106,8eefdc1a-6a75-6492-8af1-fb9fdf191c47,2,7,1,0.1428571428571428,2,1,1.5,Low
26114,8f014203-06cd-deb2-6cc1-e14c142d7e45,2,6,0,0.0,2,1,1.5,Low
26118,8f086e05-0191-49ca-cdb1-f0ed50902420,5,5,4,0.8,1,2,1.5,Low
26125,8f162e88-1a7b-e574-cd72-57bbcc07c594,2,25,10,0.4,2,1,1.5,Low
26127,8f172cb1-2280-6511-0530-5e1b4f8fc7d3,2,71,0,0.0,4,1,2.5,Medium
26142,8f2c65e2-1c8c-98d3-fdb3-4d9a09dfa5ca,2,9,0,0.0,2,1,1.5,Low
26145,8f30ec36-0530-587a-ff29-611d849d2d35,2,13,0,0.0,2,1,1.5,Low
26146,8f31ced6-5803-2240-fbba-da96437900fd,2,26,16,0.6153846153846154,2,1,1.5,Low
26148,8f333130-08c3-10a7-786c-31eeadea5b3e,2,8,4,0.5,2,1,1.5,Low
26151,8f38fd02-d37e-6227-7f0a-be26322dad43,3,22,1,0.0454545454545454,2,1,1.5,Low
26152,8f3abb24-d76e-e3a0-0497-756cf69703c5,2,18,8,0.4444444444444444,2,1,1.5,Low
26153,8f3c4594-db44-cf4f-b3e5-c28d88ac6108,2,14,14,1.0,2,1,1.5,Low
26158,8f43697f-6b9c-798e-7d58-4c1abbf14a5c,3,6,0,0.0,2,1,1.5,Low
26161,8f4592f0-53a1-527b-7172-153c44a56560,2,8,4,0.5,2,1,1.5,Low
26171,8f5a7901-fba0-2ffd-51d7-ecf66be031bb,4,127,63,0.4960629921259842,4,2,3.0,High
26172,8f5ba0c4-8720-4c91-ab2a-9e50d570e071,2,34,2,0.0588235294117647,3,1,2.0,Medium
26176,8f6930e1-987e-5162-2692-db1dd8cda2bd,2,22,7,0.3181818181818182,2,1,1.5,Low
26186,8f73d167-b0b2-9a1c-7288-b11bff7ccd31,2,189,0,0.0,4,1,2.5,Medium
26191,8f7e08b9-c181-3d76-f312-a5c1e942d7dc,2,12,2,0.1666666666666666,2,1,1.5,Low
26197,8f8e1a0b-9c5c-03e7-66cd-e49c6af4cd43,5,109,58,0.5321100917431193,4,2,3.0,High
26217,8faa9ada-e3f1-67d8-d320-d3960eeebf90,6,169,128,0.757396449704142,4,3,3.5,High
26225,8fae842e-dba3-d284-9819-39b53015ff13,2,10,0,0.0,2,1,1.5,Low
26235,8fb915fc-8057-d07c-e264-bdb03f9aaec3,4,31,19,0.6129032258064516,3,2,2.5,Medium
26237,8fbaf61e-bcba-ae3c-abf4-4b14cbf416bc,5,15,4,0.2666666666666666,2,2,2.0,Medium
26243,8fc25adb-b361-8bdf-1a93-c2d6ba52c42d,2,22,0,0.0,2,1,1.5,Low
26244,8fc296b4-d4d8-3346-d767-c8388bfb3e27,7,123,48,0.3902439024390244,4,3,3.5,High
26246,8fc4c715-b397-8505-5776-08ccdc49deee,8,30,20,0.6666666666666666,2,4,3.0,High
26249,8fc8509a-f90e-302b-624b-436c76173c82,3,179,7,0.0391061452513966,4,1,2.5,Medium
26251,8fc93389-64ff-39e1-b9a6-74dbc5d3fa11,3,36,1,0.0277777777777777,3,1,2.0,Medium
26252,8fc99dbc-3dc9-445b-fd14-16df2f16a95a,2,60,30,0.5,4,1,2.5,Medium
26271,8fe309ba-f316-79df-2121-bb46b787988a,2,80,40,0.5,4,1,2.5,Medium
26272,8fe4402e-3ba3-f4c8-8c56-55f1b63a1599,6,34,5,0.1470588235294117,3,3,3.0,High
26293,8ffe1246-f44f-db56-02f4-6320e9e8bab6,2,28,1,0.0357142857142857,2,1,1.5,Low
26296,9000c93e-fa5c-399d-596d-91e68c95aad2,2,32,16,0.5,3,1,2.0,Medium
26303,90104632-2cd2-b14e-b428-5f9b4f832730,2,22,7,0.3181818181818182,2,1,1.5,Low
26308,901c6aab-3892-a1a5-17a2-299d6b14c336,2,124,1,0.0080645161290322,4,1,2.5,Medium
26309,901c89e2-f4a1-fed2-a842-414cdc3aa724,3,22,0,0.0,2,1,1.5,Low
26312,901dfc4c-0e6f-5fd1-f1b8-2619bc0b64e7,6,182,48,0.2637362637362637,4,3,3.5,High
26314,901e8804-3200-a4f8-48e2-1462b362588c,7,23,15,0.6521739130434783,2,3,2.5,Medium
26318,90253163-5440-8c7c-2898-df49d1101d82,6,143,37,0.2587412587412587,4,3,3.5,High
26326,90329032-31c9-9c7d-e126-508296176f72,3,21,14,0.6666666666666666,2,1,1.5,Low
26332,903720e6-c58e-9ef1-f16f-fdb21bb0057b,3,57,40,0.7017543859649122,4,1,2.5,Medium
26334,9038966c-8313-9215-05b2-563ead3dafaf,2,6,1,0.1666666666666666,2,1,1.5,Low
26339,90409697-a578-e19b-c57b-b22cf8df613d,2,32,0,0.0,3,1,2.0,Medium
26342,904a6cd2-bb6d-a391-d4b3-d61bf44cbcd6,10,17,6,0.3529411764705882,2,4,3.0,High
26343,904aae9b-cca6-76c9-ad19-57ec2f718f22,3,183,7,0.0382513661202185,4,1,2.5,Medium
26345,904cb772-54cd-15b4-19c8-751b2ff084e7,3,129,94,0.7286821705426356,4,1,2.5,Medium
26346,904cd7e2-4a93-869e-f805-48a25acd4bad,3,8,3,0.375,2,1,1.5,Low
26349,9051e687-0a39-7f65-d706-b5475ee995eb,7,39,19,0.4871794871794871,3,3,3.0,High
26354,905ac59a-c3e4-d68e-3172-a925a43ce4f1,2,5,0,0.0,1,1,1.0,Low
26357,905dae0b-5018-7ed6-6dbc-7159c541b005,3,147,2,0.0136054421768707,4,1,2.5,Medium
26367,906950b8-c611-0999-b59e-8460e7a6761f,2,79,1,0.0126582278481012,4,1,2.5,Medium
26369,906a4647-8c1c-fa7c-a8aa-35f01a3d1f8e,2,40,0,0.0,3,1,2.0,Medium
26373,906e8e02-8d16-da39-1c43-5521b12a0c53,2,6,0,0.0,2,1,1.5,Low
26381,90765673-c12e-0102-2325-01339fb029e9,6,179,26,0.1452513966480447,4,3,3.5,High
26387,907bcd3b-65b7-6fdf-c000-0bf56e9dbf17,3,12,1,0.0833333333333333,2,1,1.5,Low
26391,9081cef6-dd3b-ac76-844c-62021b131d4f,2,15,0,0.0,2,1,1.5,Low
26394,908592f3-7005-17c6-b064-abcd7597f31c,4,11,6,0.5454545454545454,2,2,2.0,Medium
26399,90888a74-f25e-644e-c754-5261fc8e3b3d,3,89,55,0.6179775280898876,4,1,2.5,Medium
26408,9099436e-92ab-3fa6-52ee-3f81e69284e2,3,82,40,0.4878048780487805,4,1,2.5,Medium
26413,90a26b70-84e2-37aa-5e31-aed7d0d9c5db,2,10,1,0.1,2,1,1.5,Low
26414,90a3ec08-75fc-f45e-fa39-d734f7dc4984,7,7,6,0.8571428571428571,2,3,2.5,Medium
26417,90a782ec-b8be-730d-0b4b-2c6f29563785,4,78,52,0.6666666666666666,4,2,3.0,High
26423,90b2e2fe-d047-402d-848b-a70d563cefd5,10,28,14,0.5,2,4,3.0,High
26425,90b42a5d-fc94-9e97-3e7f-1c7589706a3b,7,7,6,0.8571428571428571,2,3,2.5,Medium
26429,90bea4d3-b6de-2028-e25a-feda1139016e,9,90,4,0.0444444444444444,4,4,4.0,High
26431,90bffb24-8110-fade-ef4b-52bb14da454a,5,59,10,0.1694915254237288,4,2,3.0,High
26432,90c0625e-23e8-5c93-80b0-53cc010a94e5,3,18,10,0.5555555555555556,2,1,1.5,Low
26435,90c2e3fb-83b3-dc3e-39a6-358a025d947c,2,19,0,0.0,2,1,1.5,Low
26436,90c36cb7-e7d7-8ad3-aa4b-c06a73d50d0f,5,29,2,0.0689655172413793,2,2,2.0,Medium
26440,90ca0cae-4542-3344-4665-1a5e8f8564ce,2,75,6,0.08,4,1,2.5,Medium
26443,90cca9cc-6ec7-e40e-7343-98609081ad12,3,23,13,0.5652173913043478,2,1,1.5,Low
26444,90ce1463-5326-120a-3369-577089d7d3fb,2,65,6,0.0923076923076923,4,1,2.5,Medium
26448,90dc218c-d5c1-b3b8-ce99-058ee5f0e209,2,13,0,0.0,2,1,1.5,Low
26449,90dc5e9e-775e-4b3b-9151-e13c55c27079,4,152,61,0.4013157894736842,4,2,3.0,High
26453,90e0413b-9685-ff99-ed43-886d7c360137,3,6,4,0.6666666666666666,2,1,1.5,Low
26454,90e06e29-29e4-32b7-d315-5f6bc883d0aa,2,79,4,0.050632911392405,4,1,2.5,Medium
26456,90e167b7-942a-6e00-1561-8b7bb067ad20,2,18,0,0.0,2,1,1.5,Low
26457,90e39e00-02ff-7d9b-71cd-7421d96cda58,3,12,8,0.6666666666666666,2,1,1.5,Low
26465,90ebd89d-3687-9ac2-61bc-64fad543b898,3,6,3,0.5,2,1,1.5,Low
26468,90f2a1da-b201-c6a4-fd07-3dd841b0dbf7,2,70,18,0.2571428571428571,4,1,2.5,Medium
26469,90f34a36-4ed2-74ce-3969-8bb7edd97f0a,3,138,0,0.0,4,1,2.5,Medium
26474,90f647c0-754c-08dc-864e-8937029204e5,5,160,133,0.83125,4,2,3.0,High
26478,90fb48dd-ae98-4dee-0df2-8c9bde82aabe,2,79,0,0.0,4,1,2.5,Medium
26482,9102adf5-4537-fa79-95ac-dd10ce6e04a2,2,15,0,0.0,2,1,1.5,Low
26486,9109ee6e-ac51-d7af-c2d0-e2ca7a4d22db,2,14,0,0.0,2,1,1.5,Low
26489,910b0ab6-b3ae-95b4-1c11-7a7c9afe3864,3,45,4,0.0888888888888888,3,1,2.0,Medium
26495,91158664-3409-017c-8061-7cd4788a3a40,2,117,0,0.0,4,1,2.5,Medium
26497,91193803-7edd-296c-81b0-00bc110beb0e,3,54,2,0.037037037037037,4,1,2.5,Medium
26528,913b3f96-1b86-e4b1-2a7b-fe1574c7e62e,2,8,4,0.5,2,1,1.5,Low
26530,913dcd8a-c6dc-ae7b-b160-886c2a66a3cf,2,112,37,0.3303571428571428,4,1,2.5,Medium
26532,913eec2b-e125-0dac-ddd1-1e6f1326ad66,2,20,3,0.15,2,1,1.5,Low
26538,91449a00-59e3-1497-3111-5f980ec47636,3,198,101,0.51010101010101,4,1,2.5,Medium
26539,914734da-9f55-2b2c-eef7-11bec10932db,2,40,3,0.075,3,1,2.0,Medium
26549,915d0d28-f73d-e4ee-5170-5db5d4574777,3,25,7,0.28,2,1,1.5,Low
26550,915dcebc-bcf9-8016-0fcf-6ac73892addd,5,123,29,0.2357723577235772,4,2,3.0,High
26552,91617813-a6ec-ad05-418f-5dd76bcd8cbe,2,6,1,0.1666666666666666,2,1,1.5,Low
26553,9165d8d1-ca86-44e1-5125-4f8fb6982e5f,7,14,12,0.8571428571428571,2,3,2.5,Medium
26556,916d93d0-c50e-d29c-a40e-6e482f48ee8f,5,17,3,0.1764705882352941,2,2,2.0,Medium
26559,91722f28-7da0-9899-b372-5e780d929496,4,7,3,0.4285714285714285,2,2,2.0,Medium
26561,9174703d-a95d-4cfd-e912-0a033d9e62f4,3,69,40,0.5797101449275363,4,1,2.5,Medium
26562,9176b1b7-ae61-354d-8dbc-65d736c447ce,4,67,17,0.2537313432835821,4,2,3.0,High
26566,917c8ccf-aca0-ed0d-a575-82cd96108d36,2,173,59,0.3410404624277456,4,1,2.5,Medium
26573,91848d2e-156b-34da-5895-ffabad0bffaa,2,36,0,0.0,3,1,2.0,Medium
26578,918fded7-0f55-4b82-48c6-1d961447d6fa,2,144,77,0.5347222222222222,4,1,2.5,Medium
26579,9190983c-96a2-4200-29d7-2dd840785740,3,72,24,0.3333333333333333,4,1,2.5,Medium
26580,9191a442-f0fb-7197-91da-af5afb00ec27,2,6,2,0.3333333333333333,2,1,1.5,Low
26591,91a247e6-b79d-e261-b2b9-7864601aa204,2,88,72,0.8181818181818182,4,1,2.5,Medium
26594,91a84583-2a44-3382-bb9b-91735ed637fa,2,54,13,0.2407407407407407,4,1,2.5,Medium
26599,91ad606e-4665-ad70-d758-6cbfe55baeed,2,198,27,0.1363636363636363,4,1,2.5,Medium
26600,91adb37d-e1ae-a642-4d22-cc0735d835cb,3,12,3,0.25,2,1,1.5,Low
26625,91ce84ca-e5d6-9cf5-4eec-b84613bb2b4e,2,103,4,0.0388349514563106,4,1,2.5,Medium
26627,91cf6a93-aa61-e21e-6a21-f5e552a6cf0b,3,41,0,0.0,3,1,2.0,Medium
26628,91cf8116-0517-6120-236c-6b70baf15da2,3,74,3,0.0405405405405405,4,1,2.5,Medium
26633,91d44048-25ec-ac9f-baf8-1bbe13b2f2be,10,17,5,0.2941176470588235,2,4,3.0,High
26635,91d82fa9-72b2-4961-f66c-534a69fe21a4,3,29,9,0.3103448275862069,2,1,1.5,Low
26642,91e4e715-b040-547b-c14f-a0a1515cc244,2,37,3,0.081081081081081,3,1,2.0,Medium
26645,91e62e82-4c6b-8af0-49fc-85daa77c793e,2,20,4,0.2,2,1,1.5,Low
26646,91ecabdc-aad1-7047-3af5-892ab81ed35c,2,19,0,0.0,2,1,1.5,Low
26653,91f38443-761a-3324-2a05-aff4894cf544,3,16,1,0.0625,2,1,1.5,Low
26654,91f666ec-7472-0b60-c8d0-6e2590790be0,2,145,1,0.0068965517241379,4,1,2.5,Medium
26662,91ff8c40-78d9-a6d1-1bf5-465dc8da6f9d,2,67,6,0.0895522388059701,4,1,2.5,Medium
26663,92003653-7931-a428-316b-f65e36ee8c68,2,15,0,0.0,2,1,1.5,Low
26668,920bc414-dbb0-b186-8807-74fe4c8ee019,2,57,0,0.0,4,1,2.5,Medium
26673,921795c4-5a46-52ff-d459-5d5b971a2fa5,2,7,0,0.0,2,1,1.5,Low
26674,92187974-2065-4236-554c-9912f43370e7,3,28,8,0.2857142857142857,2,1,1.5,Low
26683,92279bab-c48c-86a4-ccbb-ae687b8037e9,4,190,5,0.0263157894736842,4,2,3.0,High
26684,922d6b60-f91a-91df-bfca-f2afc3782c97,3,7,0,0.0,2,1,1.5,Low
26686,9231d53c-c19f-a580-0388-4088f459e938,2,25,3,0.12,2,1,1.5,Low
26688,9235a385-4fc2-c142-6e2b-41f6d8d1fdcc,2,77,5,0.0649350649350649,4,1,2.5,Medium
26692,923b7a37-42c2-370e-42db-df90b29e6287,2,22,1,0.0454545454545454,2,1,1.5,Low
26701,92462cd6-4ded-e48d-4eba-928a3e38a7c1,2,18,13,0.7222222222222222,2,1,1.5,Low
26710,924f76ca-b074-69ce-644b-8b1486d27559,2,52,39,0.75,4,1,2.5,Medium
26716,9255cd49-9995-7530-e388-e76d69b6658f,4,31,0,0.0,3,2,2.5,Medium
26726,9261901e-f5df-4b3a-e93a-0e2554a6a023,3,10,2,0.2,2,1,1.5,Low
26732,926c8223-a307-e4a6-1982-5716b16a5e89,2,15,0,0.0,2,1,1.5,Low
26736,926f855d-a839-7069-e133-648d70fa8168,2,12,6,0.5,2,1,1.5,Low
26742,9272470d-35b4-e480-9363-49fa4549b993,2,38,1,0.0263157894736842,3,1,2.0,Medium
26744,92748c69-2471-e5ee-5834-3cf7daca67b9,2,19,8,0.4210526315789473,2,1,1.5,Low
26750,927caede-14c9-bb58-ca22-cf62e5d97655,4,9,6,0.6666666666666666,2,2,2.0,Medium
26759,9286e62d-61d4-0b87-4a25-88cae942fab3,2,6,3,0.5,2,1,1.5,Low
26766,92901715-096d-4d25-4007-35804e87741f,3,17,0,0.0,2,1,1.5,Low
26768,92918396-cf33-b03f-a03c-3c5a10f90d49,4,55,4,0.0727272727272727,4,2,3.0,High
26785,92a176b5-31db-f8a0-7427-38233a8df653,2,47,47,1.0,3,1,2.0,Medium
26787,92a364ca-c77a-c527-1362-76cfbaef0157,2,45,0,0.0,3,1,2.0,Medium
26793,92ac6726-fdf4-f721-cae6-f4001138615a,2,109,30,0.2752293577981651,4,1,2.5,Medium
26808,92b6342b-782c-167c-94f8-ba8ab2124332,3,143,81,0.5664335664335665,4,1,2.5,Medium
26816,92c1f121-92d0-719d-f593-c7088c7fc72b,2,6,1,0.1666666666666666,2,1,1.5,Low
26817,92c612eb-27e0-d0fa-5d09-0b34e443af65,5,17,13,0.7647058823529411,2,2,2.0,Medium
26840,92e8f7f9-a51b-36d7-cb28-290b199d6721,2,172,13,0.0755813953488372,4,1,2.5,Medium
26841,92e95cd5-a5b0-b929-480e-02c5ef916642,3,9,0,0.0,2,1,1.5,Low
26853,92fdf17f-7057-9fe0-bd62-b92a6ad3b37e,3,7,2,0.2857142857142857,2,1,1.5,Low
26858,93030631-7a2e-6443-0b38-a77d8dca5f9c,2,15,0,0.0,2,1,1.5,Low
26865,930acb74-508b-f9f6-3489-d64709acad91,2,185,116,0.6270270270270271,4,1,2.5,Medium
26869,930f2479-9d21-8adf-2df2-1c570340e47a,2,47,4,0.0851063829787234,3,1,2.0,Medium
26870,93105e08-161d-b184-5db8-6b81f26fd21d,3,23,3,0.1304347826086956,2,1,1.5,Low
26871,931080c1-525d-fe03-a44b-b3a71fb649fb,3,17,3,0.1764705882352941,2,1,1.5,Low
26879,932072bb-fcfc-1f6f-c87e-b77ce04e2ffc,2,58,0,0.0,4,1,2.5,Medium
26884,93262089-2bb9-b3b7-d879-14a72332af19,2,20,5,0.25,2,1,1.5,Low
26890,932c2492-32d2-092b-7328-bdf0f1a47852,4,49,16,0.3265306122448979,3,2,2.5,Medium
26891,932cf0c9-243f-7f6d-979b-aeb98074a9e2,2,8,0,0.0,2,1,1.5,Low
26896,9333cdd3-8092-17e1-9937-b71f66bd99b9,9,55,32,0.5818181818181818,4,4,4.0,High
26903,93409441-1e58-bb24-5e90-e028a01999bd,2,8,0,0.0,2,1,1.5,Low
26904,9340e61f-b06e-e96d-78c5-cd16b229100a,2,156,66,0.4230769230769231,4,1,2.5,Medium
26905,93426f5d-341d-df25-f3f5-fad2f1adc9ac,3,39,5,0.1282051282051282,3,1,2.0,Medium
26907,934461b6-42c5-142f-1d1b-6e50e89869b4,2,197,5,0.0253807106598984,4,1,2.5,Medium
26912,9346f52d-b1ad-764e-8b02-5968d53eb592,5,31,21,0.6774193548387096,3,2,2.5,Medium
26918,934eed05-cfb6-c133-e7f9-7cd51d8880ba,3,17,8,0.4705882352941176,2,1,1.5,Low
26919,9350e417-3fd1-2395-6368-09a5da252e25,8,8,7,0.875,2,4,3.0,High
26920,9353d763-adcc-f96e-ee14-72ba4ff8b98f,6,27,14,0.5185185185185185,2,3,2.5,Medium
26925,935bd091-9003-e0ed-7fc6-26aaeb12f06a,5,23,6,0.2608695652173913,2,2,2.0,Medium
26928,935ea270-1dd6-175f-fe23-87c8b19bd8ec,2,124,106,0.8548387096774194,4,1,2.5,Medium
26929,93600a6e-0798-9442-17f4-2ea6af1ec5f9,2,109,35,0.3211009174311927,4,1,2.5,Medium
26933,93639f3c-1cee-0611-50f0-a897e24903fe,2,58,29,0.5,4,1,2.5,Medium
26938,93676e62-b401-7ce1-cafd-04660f1bc6c9,3,140,16,0.1142857142857142,4,1,2.5,Medium
26940,9368f403-673d-8caa-d385-74706de9fd20,5,26,5,0.1923076923076923,2,2,2.0,Medium
26947,9370e9d2-1cac-fcf8-9975-f45cf679e4c6,7,14,10,0.7142857142857143,2,3,2.5,Medium
26963,93892294-b280-f2a9-fca1-6bd683a7754f,2,22,8,0.3636363636363636,2,1,1.5,Low
26968,938f518a-b1e8-256b-7072-73f6ff0ca2c4,3,16,1,0.0625,2,1,1.5,Low
26969,93904b10-766e-f01c-d372-b3bbc6f92fc0,3,57,0,0.0,4,1,2.5,Medium
26970,939314ce-da11-6a78-139f-b82c96603d79,2,10,0,0.0,2,1,1.5,Low
26971,9396d1c9-f33c-4cab-effb-958ee6829fb3,2,29,0,0.0,2,1,1.5,Low
26974,93a06254-30bd-8378-8cfd-77b1ddfa9c08,3,48,20,0.4166666666666667,3,1,2.0,Medium
26980,93a43585-ba4f-b530-b375-5562975343f8,4,20,15,0.75,2,2,2.0,Medium
26989,93adc697-0f1a-0a52-f3ed-2817c6418ee8,7,49,34,0.6938775510204082,3,3,3.0,High
26990,93b14dc4-c6b8-b245-d30c-5bda859bb5a3,2,13,6,0.4615384615384615,2,1,1.5,Low
26992,93b4a296-628b-fa78-89bd-fede2b5ce196,2,11,6,0.5454545454545454,2,1,1.5,Low
26994,93b7337c-8363-19a4-d6b1-5a58be6fd0f3,3,79,51,0.6455696202531646,4,1,2.5,Medium
27001,93bee7f5-fb0d-4d36-de6e-27507a889c7b,2,7,0,0.0,2,1,1.5,Low
27006,93c7e5b3-a5b3-5233-9246-811c1cbf00ad,2,16,3,0.1875,2,1,1.5,Low
27009,93ca815d-fce7-5f5e-4ec7-4bc10f22ece2,2,22,2,0.0909090909090909,2,1,1.5,Low
27015,93d20c34-bfe7-078e-0a45-cb8454db4548,2,8,0,0.0,2,1,1.5,Low
27021,93deacab-2285-64ad-df30-40f6f56790e3,4,193,7,0.0362694300518134,4,2,3.0,High
27030,93e5f22e-b6db-0401-874c-61004930bd5c,4,20,1,0.05,2,2,2.0,Medium
27032,93e717fa-15bb-0b5d-56ca-cdaf4b48ee73,3,9,0,0.0,2,1,1.5,Low
27033,93ee95ce-4347-647c-3d50-52b0cb44b031,2,62,45,0.7258064516129032,4,1,2.5,Medium
27036,93f32ede-9523-2783-ccb0-e140da7e59a9,5,187,4,0.0213903743315508,4,2,3.0,High
27043,94015012-c6a9-c9a1-f482-b3bed272b0f9,2,77,27,0.3506493506493506,4,1,2.5,Medium
27051,9405e8ff-028b-4fdc-aa31-6374f4a9fc7a,2,10,0,0.0,2,1,1.5,Low
27053,940bd4b1-46ee-d2f2-c0fe-20c841ef1fca,2,84,84,1.0,4,1,2.5,Medium
27057,941094eb-9260-fcd0-ac06-99047a2f7b69,5,6,2,0.3333333333333333,2,2,2.0,Medium
27059,941224f2-290a-3b43-a6de-0124a50eadb3,4,12,1,0.0833333333333333,2,2,2.0,Medium
27069,94221bc5-0787-dcc8-2d3e-d52b64aa1237,2,108,29,0.2685185185185185,4,1,2.5,Medium
27074,9427dc1b-a3e3-ce07-a582-8f32efc143df,2,22,5,0.2272727272727272,2,1,1.5,Low
27078,942b1ee0-b4d2-8b9f-00ed-501636c91cca,4,8,6,0.75,2,2,2.0,Medium
27090,943f9f2a-b7aa-cbab-dcc4-d9f3ad4eb342,7,83,65,0.7831325301204819,4,3,3.5,High
27099,944c5f3d-f3c7-50c9-34f2-9fc409548462,2,117,94,0.8034188034188035,4,1,2.5,Medium
27107,945a5aa4-1b82-616e-4901-4af5cbf7dff9,4,25,5,0.2,2,2,2.0,Medium
27109,9467bb75-c36b-2fd5-28c8-edb394c7dc33,2,43,16,0.3720930232558139,3,1,2.0,Medium
27112,946c2614-d57a-b949-50f6-dec337fbd44f,4,13,7,0.5384615384615384,2,2,2.0,Medium
27113,946f3c67-9236-7f57-cb29-20bc14951088,4,171,45,0.2631578947368421,4,2,3.0,High
27118,94786ae6-0aea-62a7-9ca3-2599c48689e1,2,86,40,0.4651162790697674,4,1,2.5,Medium
27122,947b9af6-53e6-066e-d615-ba57d9078ada,2,97,26,0.268041237113402,4,1,2.5,Medium
27123,947c542b-787f-08af-6b06-75df06574b0d,2,28,3,0.1071428571428571,2,1,1.5,Low
27124,94806166-fe79-9b72-7559-60910a4bd7b0,2,41,0,0.0,3,1,2.0,Medium
27127,9482cea1-9934-43f8-04e1-b0525b833922,2,85,13,0.1529411764705882,4,1,2.5,Medium
27133,948c6702-8837-63e6-6bfc-c49fef895ffc,7,10,6,0.6,2,3,2.5,Medium
27137,948fe2cd-4928-07f4-7863-4bc13b0ce0fb,3,7,3,0.4285714285714285,2,1,1.5,Low
27144,9493fec9-ea8f-3106-dc92-dd94e03b4cb4,3,60,2,0.0333333333333333,4,1,2.5,Medium
27146,9498e491-8163-f4f6-c8fc-68471ba78b36,3,37,21,0.5675675675675675,3,1,2.0,Medium
27148,949a92c0-77c8-67be-f714-00e708416faa,2,43,0,0.0,3,1,2.0,Medium
27149,949ab649-6170-a9ed-4787-c387421a5ca1,5,9,6,0.6666666666666666,2,2,2.0,Medium
27160,94aa87cf-153a-a318-d03e-2155a58d6b5d,2,9,0,0.0,2,1,1.5,Low
27163,94ad9cdb-0605-add3-1e3d-92104444cb2a,4,21,5,0.238095238095238,2,2,2.0,Medium
27170,94ba9e98-769c-eb93-64d3-805205fed8fa,2,35,13,0.3714285714285714,3,1,2.0,Medium
27173,94be9a74-38a3-6ef7-ed28-95d848ab83f2,2,52,26,0.5,4,1,2.5,Medium
27178,94cb0cbd-1adc-c676-6879-46ecd8255988,2,28,9,0.3214285714285714,2,1,1.5,Low
27181,94cc2d13-6701-3a75-d180-cb1739d440b5,2,27,0,0.0,2,1,1.5,Low
27187,94d6fdc8-f45d-cfa1-149c-ebcae552046f,2,86,19,0.2209302325581395,4,1,2.5,Medium
27190,94de7a65-28fb-14cd-28db-c9b385b2d94e,6,37,5,0.1351351351351351,3,3,3.0,High
